lag_s,auc_move,r2_speed
-1.000000000000000000e+00,5.431468130906267344e-01,-3.310247240139967406e+00
-5.000000000000000000e-01,5.776763506548029392e-01,-3.870884075390202295e+00
0.000000000000000000e+00,5.707640932849459281e-01,-5.007461415758969636e+00
5.000000000000000000e-01,5.498533900323752110e-01,-3.977982186010617482e+00
1.000000000000000000e+00,3.034833706479906912e-01,-3.815304219421731258e+00
