window_s,auc_move,r2_speed
2.500000000000000000e-01,4.479327361573654520e-01,-3.772825271919962198e+00
5.000000000000000000e-01,5.594333957413197833e-01,-4.270775164941152724e+00
1.000000000000000000e+00,4.429716400117234554e-01,-6.876528925282341831e+00
2.000000000000000000e+00,3.560228629366719577e-01,-7.815002676547919691e+00
